FullName,DirectoryName,Name,category,category_name,title,slug,price,compare_at_price,badge,ref_code,height_cm,width_cm,short_description,description,seo_title,seo_description,alt_text,image_filename,source_full_path,stock_qty,is_active,is_in_stock,material,colour_finish,specifications
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-lid-and-tap-rs-1200-8l-ref-10054pl.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-water-pot-with-lid-and-tap-rs-1200-8l-ref-10054pl.webp,Clay Matka,Clay Matka,Clay Water Pot with Lid and Tap 8L Ref 10054PL,clay-water-pot-with-lid-and-tap-8l-ref-10054pl,1200,1500,,10054PL,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Water Pot with Lid and Tap 8L Ref 10054PL is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10054PL
- Approximate size: Approximate size shown in product image
- Capacity: 1200.8 L
- Price: Rs 1200
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Water Pot with Lid and Tap 8L Ref 10054PL | Handmade Pottery Mauritius,"Buy Clay Water Pot with Lid and Tap 8L Ref 10054PL from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Ref 10054PL. Rs 1200.",Clay Water Pot with Lid and Tap 8L Ref 10054PL - Clay Matka handmade by Ram Pottery Mauritius,clay-water-pot-with-lid-and-tap-rs-1200-8l-ref-10054pl.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-lid-and-tap-rs-1200-8l-ref-10054pl.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 10054PL | Size: Approximate size shown in product image | Capacity: 1200.8 L | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-lid-and-tap-rs-1500-10-l-ref-10058.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-water-pot-with-lid-and-tap-rs-1500-10-l-ref-10058.webp,Clay Matka,Clay Matka,Clay Water Pot with Lid and Tap 10 L Ref 10058,clay-water-pot-with-lid-and-tap-10-l-ref-10058,1500,1875,,10058,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Water Pot with Lid and Tap 10 L Ref 10058 is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10058
- Approximate size: Approximate size shown in product image
- Capacity: 10 L
- Price: Rs 1500
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Water Pot with Lid and Tap 10 L Ref 10058 | Handmade Pottery Mauritius,"Buy Clay Water Pot with Lid and Tap 10 L Ref 10058 from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Ref 10058. Rs 1500.",Clay Water Pot with Lid and Tap 10 L Ref 10058 - Clay Matka handmade by Ram Pottery Mauritius,clay-water-pot-with-lid-and-tap-rs-1500-10-l-ref-10058.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-lid-and-tap-rs-1500-10-l-ref-10058.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 10058 | Size: Approximate size shown in product image | Capacity: 10 L | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-lid-and-tap-rs-1500-10l-ref-10058.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-water-pot-with-lid-and-tap-rs-1500-10l-ref-10058.webp,Clay Matka,Clay Matka,Clay Water Pot with Lid and Tap 10L Ref 10058,clay-water-pot-with-lid-and-tap-10l-ref-10058,1500,1875,,10058,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Water Pot with Lid and Tap 10L Ref 10058 is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10058
- Approximate size: Approximate size shown in product image
- Capacity: 1500.10 L
- Price: Rs 1500
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Water Pot with Lid and Tap 10L Ref 10058 | Handmade Pottery Mauritius,"Buy Clay Water Pot with Lid and Tap 10L Ref 10058 from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Ref 10058. Rs 1500.",Clay Water Pot with Lid and Tap 10L Ref 10058 - Clay Matka handmade by Ram Pottery Mauritius,clay-water-pot-with-lid-and-tap-rs-1500-10l-ref-10058.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-lid-and-tap-rs-1500-10l-ref-10058.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 10058 | Size: Approximate size shown in product image | Capacity: 1500.10 L | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-lid-and-tap-rs-1500-10l-ref-10058w.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-water-pot-with-lid-and-tap-rs-1500-10l-ref-10058w.webp,Clay Matka,Clay Matka,Clay Water Pot with Lid and Tap 10L Ref 10058W,clay-water-pot-with-lid-and-tap-10l-ref-10058w,1500,1875,,10058W,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Water Pot with Lid and Tap 10L Ref 10058W is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10058W
- Approximate size: Approximate size shown in product image
- Capacity: 1500.10 L
- Price: Rs 1500
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Water Pot with Lid and Tap 10L Ref 10058W | Handmade Pottery Mauritius,"Buy Clay Water Pot with Lid and Tap 10L Ref 10058W from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Ref 10058W. Rs 1500.",Clay Water Pot with Lid and Tap 10L Ref 10058W - Clay Matka handmade by Ram Pottery Mauritius,clay-water-pot-with-lid-and-tap-rs-1500-10l-ref-10058w.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-lid-and-tap-rs-1500-10l-ref-10058w.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 10058W | Size: Approximate size shown in product image | Capacity: 1500.10 L | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-lid-and-tap-rs-1600-ref-10396pl-20litres.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-water-pot-with-lid-and-tap-rs-1600-ref-10396pl-20litres.webp,Clay Matka,Clay Matka,Clay Water Pot with Lid and Tap 20litres Ref 10396PL,clay-water-pot-with-lid-and-tap-20litres-ref-10396pl,1600,2000,,10396PL,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Water Pot with Lid and Tap 20litres Ref 10396PL is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10396PL
- Approximate size: Approximate size shown in product image
- Capacity: 20 L
- Price: Rs 1600
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Water Pot with Lid and Tap 20litres Ref 10396PL | Handmade Pottery Mauritius,"Buy Clay Water Pot with Lid and Tap 20litres Ref 10396PL from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Ref 10396PL. Rs 1600.",Clay Water Pot with Lid and Tap 20litres Ref 10396PL - Clay Matka handmade by Ram Pottery Mauritius,clay-water-pot-with-lid-and-tap-rs-1600-ref-10396pl-20litres.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-lid-and-tap-rs-1600-ref-10396pl-20litres.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 10396PL | Size: Approximate size shown in product image | Capacity: 20 L | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-out-lid-and-tap-rs-1400-ref-10397-18l.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-water-pot-with-out-lid-and-tap-rs-1400-ref-10397-18l.webp,Clay Matka,Clay Matka,Clay Water Pot with Out Lid and Tap 18L Ref 10397,clay-water-pot-with-out-lid-and-tap-18l-ref-10397,1400,1750,,10397,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Water Pot with Out Lid and Tap 18L Ref 10397 is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10397
- Approximate size: Approximate size shown in product image
- Capacity: 10397.18 L
- Price: Rs 1400
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Water Pot with Out Lid and Tap 18L Ref 10397 | Handmade Pottery Mauritius,"Buy Clay Water Pot with Out Lid and Tap 18L Ref 10397 from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Ref 10397. Rs 1400.",Clay Water Pot with Out Lid and Tap 18L Ref 10397 - Clay Matka handmade by Ram Pottery Mauritius,clay-water-pot-with-out-lid-and-tap-rs-1400-ref-10397-18l.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-out-lid-and-tap-rs-1400-ref-10397-18l.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 10397 | Size: Approximate size shown in product image | Capacity: 10397.18 L | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-tap-and-lid-ref-ag-rs-1100-7l.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-water-pot-with-tap-and-lid-ref-ag-rs-1100-7l.webp,Clay Matka,Clay Matka,Clay Water Pot with Tap and Lid 7L Ref AG,clay-water-pot-with-tap-and-lid-7l-ref-ag,1100,1375,,AG,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Water Pot with Tap and Lid 7L Ref AG is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: AG
- Approximate size: Approximate size shown in product image
- Capacity: 1100.7 L
- Price: Rs 1100
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Water Pot with Tap and Lid 7L Ref AG | Handmade Pottery Mauritius,"Buy Clay Water Pot with Tap and Lid 7L Ref AG from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Ref AG. Rs 1100.",Clay Water Pot with Tap and Lid 7L Ref AG - Clay Matka handmade by Ram Pottery Mauritius,clay-water-pot-with-tap-and-lid-ref-ag-rs-1100-7l.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-tap-and-lid-ref-ag-rs-1100-7l.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: AG | Size: Approximate size shown in product image | Capacity: 1100.7 L | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-tap-and-lid-rs-1700-15l-10388.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-water-pot-with-tap-and-lid-rs-1700-15l-10388.webp,Clay Matka,Clay Matka,Clay Water Pot with Tap and Lid 15L 10388,clay-water-pot-with-tap-and-lid-15l-10388,1700,2125,,,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Water Pot with Tap and Lid 15L 10388 is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: Approximate size shown in product image
- Capacity: 1700.15 L
- Price: Rs 1700
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Water Pot with Tap and Lid 15L 10388 | Handmade Pottery Mauritius,"Buy Clay Water Pot with Tap and Lid 15L 10388 from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Rs 1700.",Clay Water Pot with Tap and Lid 15L 10388 - Clay Matka handmade by Ram Pottery Mauritius,clay-water-pot-with-tap-and-lid-rs-1700-15l-10388.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-tap-and-lid-rs-1700-15l-10388.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: Approximate size shown in product image | Capacity: 1700.15 L | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-tap-and-lid-rs-1700-15l-ref-10389.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-water-pot-with-tap-and-lid-rs-1700-15l-ref-10389.webp,Clay Matka,Clay Matka,Clay Water Pot with Tap and Lid 15L Ref 10389,clay-water-pot-with-tap-and-lid-15l-ref-10389,1700,2125,,10389,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Water Pot with Tap and Lid 15L Ref 10389 is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10389
- Approximate size: Approximate size shown in product image
- Capacity: 1700.15 L
- Price: Rs 1700
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Water Pot with Tap and Lid 15L Ref 10389 | Handmade Pottery Mauritius,"Buy Clay Water Pot with Tap and Lid 15L Ref 10389 from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Ref 10389. Rs 1700.",Clay Water Pot with Tap and Lid 15L Ref 10389 - Clay Matka handmade by Ram Pottery Mauritius,clay-water-pot-with-tap-and-lid-rs-1700-15l-ref-10389.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-water-pot-with-tap-and-lid-rs-1700-15l-ref-10389.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 10389 | Size: Approximate size shown in product image | Capacity: 1700.15 L | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\decoration-candke-matki-ref-m2-rs-30-h5-d6.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,decoration-candke-matki-ref-m2-rs-30-h5-d6.webp,Clay Matka,Clay Matka,Decoration Candke Matki,decoration-candke-matki,30,38,Best Deal,,5,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Decoration Candke Matki is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: H 5 cm
- Price: Rs 30
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Decoration Candke Matki | Handmade Pottery Mauritius,"Buy Decoration Candke Matki from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Rs 30.",Decoration Candke Matki - Clay Matka handmade by Ram Pottery Mauritius,decoration-candke-matki-ref-m2-rs-30-h5-d6.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\decoration-candke-matki-ref-m2-rs-30-h5-d6.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: H 5 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\decoration-candle-matki-h5-5-d5-cm-rs-30-m4.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,decoration-candle-matki-h5-5-d5-cm-rs-30-m4.webp,Clay Matka,Clay Matka,Decoration Candle Matki M4,decoration-candle-matki-m4,30,38,Best Deal,,5.5,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Decoration Candle Matki M4 is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: H 5.5 cm
- Price: Rs 30
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Decoration Candle Matki M4 | Handmade Pottery Mauritius,"Buy Decoration Candle Matki M4 from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Rs 30.",Decoration Candle Matki M4 - Clay Matka handmade by Ram Pottery Mauritius,decoration-candle-matki-h5-5-d5-cm-rs-30-m4.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\decoration-candle-matki-h5-5-d5-cm-rs-30-m4.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: H 5.5 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\decoration-candle-matki-ref-m1-rs-25-h4-d4-5.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,decoration-candle-matki-ref-m1-rs-25-h4-d4-5.webp,Clay Matka,Clay Matka,Decoration Candle Matki Ref M1,decoration-candle-matki-ref-m1,25,32,Best Deal,M1,4,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Decoration Candle Matki Ref M1 is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: M1
- Approximate size: H 4 cm
- Price: Rs 25
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Decoration Candle Matki Ref M1 | Handmade Pottery Mauritius,"Buy Decoration Candle Matki Ref M1 from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Ref M1. Rs 25.",Decoration Candle Matki Ref M1 - Clay Matka handmade by Ram Pottery Mauritius,decoration-candle-matki-ref-m1-rs-25-h4-d4-5.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\decoration-candle-matki-ref-m1-rs-25-h4-d4-5.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: M1 | Size: H 4 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\decoration-candle-matki-ref-m3-rs-35-h5cm-d6-5.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,decoration-candle-matki-ref-m3-rs-35-h5cm-d6-5.webp,Clay Matka,Clay Matka,Decoration Candle Matki,decoration-candle-matki,35,44,Best Deal,,5,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Decoration Candle Matki is a traditional clay matka piece from Ram Pottery Mauritius, offering a natural and timeless way to serve, store or display with rustic elegance.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Matka
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: H 5 cm
- Price: Rs 35
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Decoration Candle Matki | Handmade Pottery Mauritius,"Buy Decoration Candle Matki from Ram Pottery Mauritius. Handmade natural clay for clay matka, décor, gifting and traditional use. Rs 35.",Decoration Candle Matki - Clay Matka handmade by Ram Pottery Mauritius,decoration-candle-matki-ref-m3-rs-35-h5cm-d6-5.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\decoration-candle-matki-ref-m3-rs-35-h5cm-d6-5.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Matka | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: H 5 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-buddha-h58cm-rs-2700-rf-10245.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-buddha-h58cm-rs-2700-rf-10245.webp,Clay Murti,Clay Murti,Clay Buddha,clay-buddha,2700,3375,Featured,,58,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for pooja, festivals, gifting, mandir décor and spiritual spaces.","Clay Buddha is a handcrafted clay murti from Ram Pottery Mauritius, made with devotional detail for prayer spaces, gifting and spiritual decoration.

This piece is ideal for pooja, festivals, gifting, mandir décor and spiritual spaces. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Murti
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: H 58 cm
- Price: Rs 2700
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Buddha | Handmade Pottery Mauritius,"Buy Clay Buddha from Ram Pottery Mauritius. Handmade natural clay for clay murti, décor, gifting and traditional use. Rs 2700.",Clay Buddha - Clay Murti handmade by Ram Pottery Mauritius,clay-buddha-h58cm-rs-2700-rf-10245.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-buddha-h58cm-rs-2700-rf-10245.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Murti | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: H 58 cm | Stock: 1000
